Row Labels,Outstanding,Inbox,GPNA,REQS ,Todays Total,,,,,,,,,,
1/23/2020 9:33,37,11,26,43,34,,,,,,,,,,
1/23/2020 9:39,82,11,27,43,35,,,,,,,,,,
1/23/2020 9:53,79,7,28,44,37,,,,,,,,,,
1/23/2020 10:07,83,1,30,52,43,,,,,,,,,,
1/23/2020 11:03,94,6,35,53,54,,,,,,,,,,
1/23/2020 12:33,57,11,33,13,106,,,,,,,,,,
1/23/2020 12:47,58,12,33,13,107,,,,,,,,,,
1/23/2020 12:53,61,15,33,13,111,,,,,,,,,,
1/23/2020 13:07,61,15,33,13,111,,,,,,,,,,
1/23/2020 13:13,62,15,34,13,113,,,,,,,,,,
1/23/2020 13:28,64,15,35,14,114,,,,,,,,,,
1/23/2020 13:33,65,16,35,14,117,,,,,,,,,,
1/23/2020 13:47,67,16,35,16,117,,,,,,,,,,
1/23/2020 14:01,68,17,35,16,120,,,,,,,,,,
1/23/2020 14:07,70,17,36,17,122,,,,,,,,,,
1/23/2020 14:18,70,17,36,17,123,,,,,,,,,,
1/23/2020 14:27,70,17,36,17,123,,,,,,,,,,
1/23/2020 14:33,70,17,36,17,123,,,,,,,,,,
1/23/2020 14:52,72,18,36,18,124,,,,,,,,,,
1/23/2020 14:58,62,8,36,18,127,,,,,,,,,,
1/23/2020 15:03,62,8,36,18,128,,,,,,,,,,
1/23/2020 15:17,62,9,36,17,129,,,,,,,,,,
1/23/2020 15:23,62,9,36,17,131,,,,,,,,,,
1/23/2020 15:38,64,9,36,19,132,,,,,,,,,,
1/23/2020 15:43,53,1,33,19,139,,,,,,,,,,
1/23/2020 15:57,46,2,24,20,139,,,,,,,,,,
1/23/2020 16:03,44,0,24,20,143,,,,,,,,,,
1/23/2020 16:17,41,2,19,20,144,,,,,,,,,,
1/23/2020 16:23,38,3,15,20,151,,,,,,,,,,
1/23/2020 16:37,39,4,15,20,152,,,,,,,,,,
1/23/2020 16:44,39,4,15,20,153,,,,,,,,,,
1/23/2020 16:57,39,7,15,17,154,,,,,,,,,,
1/23/2020 17:03,41,8,16,17,155,,,,,,,,,,
1/23/2020 17:17,41,8,16,17,155,,,,,,,,,,
1/23/2020 17:23,41,8,16,17,155,,,,,,,,,,
1/23/2020 17:37,41,8,16,17,155,,,,,,,,,,
1/23/2020 17:47,41,8,16,17,155,,,,,,,,,,
1/23/2020 17:57,41,8,16,17,155,,,,,,,,,,
1/24/2020 7:07,43,9,17,17,0,,,,,,,,,,
1/24/2020 7:13,44,10,17,17,1,,,,,,,,,,
1/24/2020 7:27,45,11,17,17,2,,,,,,,,,,
1/24/2020 7:33,47,12,18,17,4,,,,,,,,,,
1/24/2020 7:47,47,12,18,17,4,,,,,,,,,,
1/24/2020 7:53,49,13,19,17,7,,,,,,,,,,
1/24/2020 8:08,52,15,19,18,8,,,,,,,,,,
1/24/2020 8:13,54,15,21,18,12,,,,,,,,,,
1/24/2020 8:27,58,16,22,20,13,,,,,,,,,,
1/24/2020 8:33,59,17,22,20,17,,,,,,,,,,
1/24/2020 8:47,64,19,21,24,20,,,,,,,,,,
1/24/2020 9:07,54,11,22,21,29,,,,,,,,,,
1/24/2020 9:14,45,2,22,21,31,,,,,,,,,,
1/24/2020 9:27,44,2,22,20,31,,,,,,,,,,
1/24/2020 9:33,47,3,24,20,33,,,,,,,,,,
1/24/2020 9:57,46,2,24,20,35,,,,,,,,,,
1/24/2020 10:03,53,9,24,20,41,,,,,,,,,,
1/24/2020 10:17,54,10,24,20,42,,,,,,,,,,
1/24/2020 10:24,55,11,24,20,46,,,,,,,,,,
1/24/2020 10:37,56,12,24,20,46,,,,,,,,,,
1/24/2020 10:43,58,14,24,20,55,,,,,,,,,,
1/24/2020 10:57,58,14,24,20,55,,,,,,,,,,
1/24/2020 11:03,61,14,24,23,57,,,,,,,,,,
1/24/2020 11:17,60,15,26,19,58,,,,,,,,,,
1/24/2020 11:23,60,12,29,19,58,,,,,,,,,,
1/24/2020 11:38,49,5,30,14,58,,,,,,,,,,
1/24/2020 11:43,45,1,30,14,62,,,,,,,,,,
1/24/2020 11:57,28,1,21,6,64,,,,,,,,,,
1/24/2020 12:03,31,2,23,6,66,,,,,,,,,,
1/24/2020 12:17,31,2,23,6,66,,,,,,,,,,
1/24/2020 12:23,33,2,25,6,68,,,,,,,,,,
1/24/2020 12:38,33,2,25,6,68,,,,,,,,,,
1/24/2020 12:43,35,2,27,6,69,,,,,,,,,,
1/24/2020 12:57,36,2,28,6,69,,,,,,,,,,
1/24/2020 13:03,37,3,28,6,69,,,,,,,,,,
1/24/2020 13:17,38,4,28,6,70,,,,,,,,,,
1/24/2020 13:23,39,4,29,6,70,,,,,,,,,,
1/24/2020 13:37,36,4,26,6,70,,,,,,,,,,
1/24/2020 13:44,37,4,27,6,71,,,,,,,,,,
1/24/2020 13:57,37,4,27,6,74,,,,,,,,,,
1/24/2020 14:03,40,6,28,6,78,,,,,,,,,,
1/24/2020 14:27,44,6,32,6,81,,,,,,,,,,
1/24/2020 14:38,51,9,36,6,88,,,,,,,,,,
1/24/2020 14:48,40,1,32,7,90,,,,,,,,,,
1/24/2020 14:53,40,1,32,7,91,,,,,,,,,,
1/24/2020 15:07,41,2,32,7,93,,,,,,,,,,
1/24/2020 15:18,43,4,32,7,93,,,,,,,,,,
1/24/2020 15:32,47,4,33,10,94,,,,,,,,,,
1/24/2020 15:33,47,4,33,10,94,,,,,,,,,,
1/24/2020 15:43,48,5,33,10,98,,,,,,,,,,
1/24/2020 15:58,47,5,33,9,99,,,,,,,,,,
1/24/2020 16:03,51,9,33,9,102,,,,,,,,,,
1/24/2020 16:17,53,9,35,9,103,,,,,,,,,,
1/24/2020 16:23,45,1,35,9,103,,,,,,,,,,
1/24/2020 16:43,46,1,36,9,103,,,,,,,,,,
1/24/2020 17:04,45,1,35,9,106,,,,,,,,,,
1/24/2020 17:17,46,2,35,9,107,,,,,,,,,,
1/24/2020 17:23,46,2,35,9,107,,,,,,,,,,
1/24/2020 17:37,46,2,35,9,107,,,,,,,,,,
1/24/2020 17:43,46,2,35,9,107,,,,,,,,,,
1/24/2020 17:57,46,2,35,9,107,,,,,,,,,,
1/25/2020 7:07,49,4,36,9,1,,,,,,,,,,
