Time,Unread/Actionable Inbox,GPNA Actions,REQS,Total Outstanding Actions,Inbox Total,GPNA Total,Todays Reqs,Total Today,Column1,Column2,Column3,Column4,Column5,Column6,,
9/23/2019 11:59,2,3,2,7,2834,1686,0,49,9/23/2019,1,4520,4471,,9/23/2019,,
9/23/2019 12:09,3,4,2,9,2836,1687,0,52,9/23/2019,1,4523,4471,,9/23/2019,,
9/23/2019 12:19,8,6,2,16,2838,1687,0,54,9/23/2019,1,4525,4471,,9/23/2019,,
9/23/2019 12:29,9,7,2,18,2838,1687,0,54,9/23/2019,1,4525,4471,,9/23/2019,,
9/23/2019 12:39,9,7,2,18,2838,1687,0,54,9/23/2019,1,4525,4471,,9/23/2019,,
9/23/2019 12:49,9,7,2,18,2839,1687,0,55,9/23/2019,1,4526,4471,,9/23/2019,,
9/23/2019 12:59,9,8,3,20,2839,1687,0,55,9/23/2019,1,4526,4471,,9/23/2019,,
9/23/2019 13:09,9,8,4,21,2839,1687,0,55,9/23/2019,1,4526,4471,,9/23/2019,,
9/23/2019 13:19,9,8,5,22,2841,1687,0,57,9/23/2019,1,4528,4471,,9/23/2019,,
9/23/2019 13:29,9,9,5,23,2841,1688,0,58,9/23/2019,1,4529,4471,,9/23/2019,,
9/23/2019 13:39,9,9,6,24,2844,1688,2,63,9/23/2019,1,4532,4471,,9/23/2019,,
9/23/2019 13:50,13,9,6,28,2849,1688,2,68,9/23/2019,1,4537,4471,,9/23/2019,,
9/23/2019 13:59,13,11,6,30,2849,1689,2,69,9/23/2019,1,4538,4471,,9/23/2019,,
9/23/2019 14:09,14,13,7,34,2850,1690,4,73,9/23/2019,1,4540,4471,,9/23/2019,,
9/23/2019 14:20,16,14,8,38,2850,1690,6,75,9/23/2019,1,4540,4471,,9/23/2019,,
9/23/2019 14:29,17,14,8,39,2850,1690,6,75,9/23/2019,1,4540,4471,,9/23/2019,,
9/23/2019 14:39,17,14,8,39,2850,1690,6,75,9/23/2019,1,4540,4471,,9/23/2019,,
9/23/2019 14:49,17,16,8,41,2852,1692,6,79,9/23/2019,1,4544,4471,,9/23/2019,,
9/23/2019 16:49,10,16,14,40,2869,1697,20,115,9/23/2019,1,4566,4471,,9/23/2019,,
9/23/2019 16:59,0,16,14,30,2876,1701,20,126,9/23/2019,1,4577,4471,,9/23/2019,,
9/23/2019 17:09,0,16,15,31,2876,1701,20,126,9/23/2019,1,4577,4471,,9/23/2019,,
9/23/2019 17:19,0,17,15,32,2876,1701,20,126,9/23/2019,1,4577,4471,,9/23/2019,,
9/23/2019 17:29,0,17,15,32,2876,1701,20,126,9/23/2019,1,4577,4471,,9/23/2019,,
9/23/2019 17:39,0,17,15,32,2876,1701,20,126,9/23/2019,1,4577,4471,,9/23/2019,,
9/23/2019 17:49,1,18,15,34,2876,1701,20,126,9/23/2019,1,4577,4471,,9/23/2019,,
9/23/2019 17:59,1,18,15,34,2876,1701,20,126,9/23/2019,1,4577,4471,,9/23/2019,,
9/24/2019 11:36,4,24,14,42,2905,1718,24,70,9/24/2019,2,4623,4577,4577,9/24/2019,,
9/24/2019 11:46,10,24,13,47,2906,1718,21,68,9/24/2019,1,4624,4577,,9/24/2019,,
9/24/2019 11:57,11,25,14,50,2906,1719,21,69,9/24/2019,1,4625,4577,,9/24/2019,,
9/24/2019 12:06,14,26,14,54,2909,1720,21,73,9/24/2019,1,4629,4577,,9/24/2019,,
9/24/2019 12:16,14,26,20,60,2909,1720,24,76,9/24/2019,1,4629,4577,,9/24/2019,,
9/24/2019 12:26,14,26,20,60,2909,1720,24,76,9/24/2019,1,4629,4577,,9/24/2019,,
9/24/2019 12:36,15,26,20,61,2910,1720,24,77,9/24/2019,1,4630,4577,,9/24/2019,,
9/24/2019 12:46,15,26,27,68,2910,1720,30,83,9/24/2019,1,4630,4577,,9/24/2019,,
9/24/2019 12:56,15,26,27,68,2911,1720,30,84,9/24/2019,1,4631,4577,,9/24/2019,,
9/24/2019 13:06,16,28,28,72,2911,1721,31,86,9/24/2019,1,4632,4577,,9/24/2019,,
9/24/2019 13:17,16,27,27,70,2912,1721,31,87,9/24/2019,1,4633,4577,,9/24/2019,,
9/24/2019 13:27,1,27,27,55,2913,1721,31,88,9/24/2019,1,4634,4577,,9/24/2019,,
9/24/2019 13:36,1,27,27,55,2915,1721,31,90,9/24/2019,1,4636,4577,,9/24/2019,,
9/24/2019 13:46,1,29,30,60,2915,1722,32,92,9/24/2019,1,4637,4577,,9/24/2019,,
9/24/2019 13:56,1,29,26,56,2916,1722,31,92,9/24/2019,1,4638,4577,,9/24/2019,,
9/24/2019 14:07,0,31,26,57,2917,1724,31,95,9/24/2019,1,4641,4577,,9/24/2019,,
9/24/2019 14:16,1,33,26,60,2919,1725,32,99,9/24/2019,1,4644,4577,,9/24/2019,,
9/24/2019 14:26,1,34,26,61,2919,1727,31,100,9/24/2019,1,4646,4577,,9/24/2019,,
9/24/2019 14:36,2,36,26,64,2919,1729,31,102,9/24/2019,1,4648,4577,,9/24/2019,,
9/24/2019 14:46,2,39,32,73,2919,1731,35,108,9/24/2019,1,4650,4577,,9/24/2019,,
9/24/2019 14:56,6,39,32,77,2922,1731,35,111,9/24/2019,1,4653,4577,,9/24/2019,,
9/24/2019 15:06,1,41,32,74,2925,1732,35,115,9/24/2019,1,4657,4577,,9/24/2019,,
9/24/2019 15:20,1,41,33,75,2925,1732,36,116,9/24/2019,1,4657,4577,,9/24/2019,,
9/24/2019 15:26,4,41,33,78,2926,1732,36,117,9/24/2019,1,4658,4577,,9/24/2019,,
9/24/2019 15:40,4,41,33,78,2927,1732,36,118,9/24/2019,1,4659,4577,,9/24/2019,,
9/24/2019 15:46,4,42,33,79,2927,1733,36,119,9/24/2019,1,4660,4577,,9/24/2019,,
9/24/2019 15:57,1,43,33,77,2927,1733,36,119,9/24/2019,1,4660,4577,,9/24/2019,,
9/24/2019 16:06,1,44,33,78,2927,1734,36,120,9/24/2019,1,4661,4577,,9/24/2019,,
9/24/2019 16:16,6,43,33,82,2929,1735,36,123,9/24/2019,1,4664,4577,,9/24/2019,,
9/24/2019 16:26,0,41,32,73,2929,1735,33,120,9/24/2019,1,4664,4577,,9/24/2019,,
9/24/2019 16:36,0,41,36,77,2929,1735,32,119,9/24/2019,1,4664,4577,,9/24/2019,,
9/24/2019 16:46,1,41,36,78,2929,1735,32,119,9/24/2019,1,4664,4577,,9/24/2019,,
9/24/2019 16:56,1,42,38,81,2931,1735,38,127,9/24/2019,1,4666,4577,,9/24/2019,,
9/24/2019 17:06,1,43,38,82,2932,1736,38,129,9/24/2019,1,4668,4577,,9/24/2019,,
9/24/2019 17:16,2,43,34,79,2933,1736,38,130,9/24/2019,1,4669,4577,,9/24/2019,,
9/24/2019 17:26,3,44,34,81,2933,1737,38,131,9/24/2019,1,4670,4577,,9/24/2019,,
9/24/2019 17:36,3,44,34,81,2933,1737,38,131,9/24/2019,1,4670,4577,,9/24/2019,,
9/24/2019 17:46,3,44,34,81,2933,1737,38,131,9/24/2019,1,4670,4577,,9/24/2019,,
9/24/2019 17:56,3,44,34,81,2933,1737,38,131,9/24/2019,1,4670,4577,,9/24/2019,,
9/25/2019 7:08,9,46,33,88,2933,1738,0,1,9/25/2019,2,4671,4670,4670,9/25/2019,,
9/25/2019 7:19,9,46,33,88,2933,1738,0,1,9/25/2019,1,4671,4670,,9/25/2019,,
9/25/2019 7:28,9,46,33,88,2933,1738,0,1,9/25/2019,1,4671,4670,,9/25/2019,,
9/25/2019 7:38,9,46,33,88,2933,1738,0,1,9/25/2019,1,4671,4670,,9/25/2019,,
9/25/2019 7:48,9,46,33,88,2933,1738,0,1,9/25/2019,1,4671,4670,,9/25/2019,,
9/25/2019 7:58,9,49,33,91,2933,1740,0,3,9/25/2019,1,4673,4670,,9/25/2019,,
9/25/2019 8:08,9,49,32,90,2936,1740,0,6,9/25/2019,1,4676,4670,,9/25/2019,,
9/25/2019 8:18,11,49,32,92,2936,1740,0,6,9/25/2019,1,4676,4670,,9/25/2019,,
9/25/2019 8:28,11,51,32,94,2936,1741,0,7,9/25/2019,1,4677,4670,,9/25/2019,,
9/25/2019 8:39,12,52,36,100,2936,1741,9,16,9/25/2019,1,4677,4670,,9/25/2019,,
9/25/2019 8:49,13,53,37,103,2937,1742,11,20,9/25/2019,1,4679,4670,,9/25/2019,,
9/25/2019 8:59,18,53,38,109,2940,1742,11,23,9/25/2019,1,4682,4670,,9/25/2019,,
9/25/2019 9:09,12,55,39,106,2940,1742,13,25,9/25/2019,1,4682,4670,,9/25/2019,,
9/25/2019 9:19,3,50,40,93,2941,1743,15,29,9/25/2019,1,4684,4670,,9/25/2019,,
9/25/2019 9:28,4,51,44,99,2941,1743,21,35,9/25/2019,1,4684,4670,,9/25/2019,,
9/25/2019 9:38,4,51,44,99,2941,1743,21,35,9/25/2019,1,4684,4670,,9/25/2019,,
9/25/2019 9:48,4,52,48,104,2941,1743,29,43,9/25/2019,1,4684,4670,,9/25/2019,,
9/25/2019 10:08,6,57,48,111,2945,1745,29,49,9/25/2019,1,4690,4670,,9/25/2019,,
9/25/2019 10:18,6,57,15,78,2945,1745,8,28,9/25/2019,1,4690,4670,,9/25/2019,,
9/25/2019 10:28,9,57,9,75,2945,1745,5,25,9/25/2019,1,4690,4670,,9/25/2019,,
9/25/2019 10:38,11,59,9,79,2947,1747,5,29,9/25/2019,1,4694,4670,,9/25/2019,,
9/25/2019 10:58,12,59,9,80,2948,1747,5,30,9/25/2019,1,4695,4670,,9/25/2019,,
9/25/2019 11:08,14,45,9,68,2949,1748,5,32,9/25/2019,1,4697,4670,,9/25/2019,,
9/25/2019 11:18,15,36,10,61,2949,1749,6,34,9/25/2019,1,4698,4670,,9/25/2019,,
9/25/2019 11:28,15,32,15,62,2950,1754,7,41,9/25/2019,1,4704,4670,,9/25/2019,,
9/25/2019 11:38,15,27,15,57,2953,1754,7,44,9/25/2019,1,4707,4670,,9/25/2019,,
9/25/2019 11:48,16,18,15,49,2954,1757,7,48,9/25/2019,1,4711,4670,,9/25/2019,,
9/25/2019 11:58,2,7,15,24,2958,1758,7,53,9/25/2019,1,4716,4670,,9/25/2019,,
9/25/2019 12:08,4,8,15,27,2959,1759,7,55,9/25/2019,1,4718,4670,,9/25/2019,,
9/25/2019 12:18,8,11,15,34,2959,1761,7,57,9/25/2019,1,4720,4670,,9/25/2019,,
9/25/2019 12:28,0,8,15,23,2959,1765,7,61,9/25/2019,1,4724,4670,,9/25/2019,,
9/25/2019 12:38,0,9,15,24,2960,1765,7,62,9/25/2019,1,4725,4670,,9/25/2019,,
9/25/2019 12:48,1,9,16,26,2960,1765,7,62,9/25/2019,1,4725,4670,,9/25/2019,,
9/25/2019 12:58,1,9,16,26,2960,1765,7,62,9/25/2019,1,4725,4670,,9/25/2019,,
9/25/2019 13:09,1,9,16,26,2960,1765,7,62,9/25/2019,1,4725,4670,,9/25/2019,,
9/25/2019 13:18,3,9,16,28,2961,1765,7,63,9/25/2019,1,4726,4670,,9/25/2019,,
9/25/2019 13:28,3,9,17,29,2961,1765,10,66,9/25/2019,1,4726,4670,,9/25/2019,,
9/25/2019 13:38,3,10,17,30,2961,1766,10,67,9/25/2019,1,4727,4670,,9/25/2019,,
9/25/2019 13:48,3,10,17,30,2961,1766,10,67,9/25/2019,1,4727,4670,,9/25/2019,,
9/25/2019 13:58,3,12,17,32,2963,1768,10,71,9/25/2019,1,4731,4670,,9/25/2019,,
9/25/2019 14:08,4,12,17,33,2963,1768,10,71,9/25/2019,1,4731,4670,,9/25/2019,,
9/25/2019 14:18,4,13,17,34,2963,1769,10,72,9/25/2019,1,4732,4670,,9/25/2019,,
9/25/2019 14:39,3,13,18,34,2965,1776,10,81,9/25/2019,1,4741,4670,,9/25/2019,,
9/25/2019 14:48,3,13,18,34,2967,1776,10,83,9/25/2019,1,4743,4670,,9/25/2019,,
9/25/2019 14:58,4,15,18,37,2969,1778,10,87,9/25/2019,1,4747,4670,,9/25/2019,,
9/25/2019 15:08,6,15,18,39,2970,1778,10,88,9/25/2019,1,4748,4670,,9/25/2019,,
9/25/2019 15:18,9,16,19,44,2972,1779,12,93,9/25/2019,1,4751,4670,,9/25/2019,,
9/25/2019 15:28,10,17,19,46,2973,1780,12,95,9/25/2019,1,4753,4670,,9/25/2019,,
9/25/2019 15:42,10,18,25,53,2973,1781,13,97,9/25/2019,1,4754,4670,,9/25/2019,,
9/25/2019 15:48,13,23,25,61,2974,1785,13,102,9/25/2019,1,4759,4670,,9/25/2019,,
9/25/2019 16:02,15,24,27,66,2977,1788,13,108,9/25/2019,1,4765,4670,,9/25/2019,,
9/25/2019 16:12,13,24,27,64,2977,1788,13,108,9/25/2019,1,4765,4670,,9/25/2019,,
9/25/2019 16:32,15,24,27,66,2977,1788,13,108,9/25/2019,1,4765,4670,,9/25/2019,,
9/25/2019 16:58,15,27,30,72,2977,1790,17,114,9/25/2019,1,4767,4670,,9/25/2019,,
9/25/2019 17:09,0,30,32,62,2977,1790,17,114,9/25/2019,1,4767,4670,,9/25/2019,,
9/25/2019 17:18,0,30,32,62,2977,1790,17,114,9/25/2019,1,4767,4670,,9/25/2019,,
9/25/2019 17:29,0,30,32,62,2977,1790,17,114,9/25/2019,1,4767,4670,,9/25/2019,,
9/25/2019 17:39,1,31,32,64,2977,1790,17,114,9/25/2019,1,4767,4670,,9/25/2019,,
9/25/2019 17:48,1,31,32,64,2977,1790,17,114,9/25/2019,1,4767,4670,,9/25/2019,,
9/25/2019 17:58,1,32,32,65,2977,1791,17,115,9/25/2019,1,4768,4670,,9/25/2019,,
9/26/2019 7:08,12,35,31,78,2980,1791,0,3,9/26/2019,2,4771,4768,4768,9/26/2019,,
9/26/2019 7:18,12,36,31,79,2980,1791,0,3,9/26/2019,1,4771,4768,,9/26/2019,,
9/26/2019 7:28,12,36,31,79,2980,1791,0,3,9/26/2019,1,4771,4768,,9/26/2019,,
9/26/2019 7:38,12,36,31,79,2980,1791,0,3,9/26/2019,1,4771,4768,,9/26/2019,,
9/26/2019 7:48,12,36,31,79,2980,1791,0,3,9/26/2019,1,4771,4768,,9/26/2019,,
9/26/2019 7:59,12,36,31,79,2980,1791,0,3,9/26/2019,1,4771,4768,,9/26/2019,,
9/26/2019 8:08,13,38,31,82,2981,1791,0,4,9/26/2019,1,4772,4768,,9/26/2019,,
9/26/2019 8:18,14,38,31,83,2981,1792,0,5,9/26/2019,1,4773,4768,,9/26/2019,,
9/26/2019 8:29,17,38,31,86,2984,1792,0,8,9/26/2019,1,4776,4768,,9/26/2019,,
9/26/2019 8:38,17,38,31,86,2984,1792,0,8,9/26/2019,1,4776,4768,,9/26/2019,,
9/26/2019 8:49,17,38,31,86,2984,1792,0,8,9/26/2019,1,4776,4768,,9/26/2019,,
9/26/2019 8:59,5,38,31,74,2984,1792,0,8,9/26/2019,1,4776,4768,,9/26/2019,,
9/26/2019 9:09,4,34,32,70,2987,1792,0,11,9/26/2019,1,4779,4768,,9/26/2019,,
9/26/2019 9:18,1,31,32,64,2991,1792,0,15,9/26/2019,1,4783,4768,,9/26/2019,,
9/26/2019 9:29,1,25,32,58,2994,1792,0,18,9/26/2019,1,4786,4768,,9/26/2019,,
9/26/2019 9:38,2,25,31,58,2994,1794,0,20,9/26/2019,1,4788,4768,,9/26/2019,,
9/26/2019 9:49,3,26,17,46,2996,1796,0,24,9/26/2019,1,4792,4768,,9/26/2019,,
9/26/2019 9:58,5,25,10,40,3002,1798,0,32,9/26/2019,1,4800,4768,,9/26/2019,,
9/26/2019 10:08,8,26,12,46,3006,1799,0,37,9/26/2019,1,4805,4768,,9/26/2019,,
9/26/2019 10:28,5,28,12,45,3019,1800,0,51,9/26/2019,1,4819,4768,,9/26/2019,,
9/26/2019 10:38,4,28,13,45,3021,1800,2,55,9/26/2019,1,4821,4768,,9/26/2019,,
9/26/2019 10:49,0,27,13,40,3023,1800,3,58,9/26/2019,1,4823,4768,,9/26/2019,,
9/26/2019 10:58,2,28,13,43,3029,1801,2,64,9/26/2019,1,4830,4768,,9/26/2019,,
9/26/2019 11:19,0,30,14,44,3031,1801,4,68,9/26/2019,1,4832,4768,,9/26/2019,,
9/26/2019 11:28,0,28,15,43,3031,1801,6,70,9/26/2019,1,4832,4768,,9/26/2019,,
9/26/2019 11:38,1,28,16,45,3032,1801,7,72,9/26/2019,1,4833,4768,,9/26/2019,,
9/26/2019 11:48,3,28,16,47,3034,1801,7,74,9/26/2019,1,4835,4768,,9/26/2019,,
9/26/2019 11:58,8,29,16,53,3036,1802,7,77,9/26/2019,1,4838,4768,,9/26/2019,,
9/26/2019 12:08,9,29,16,54,3037,1802,7,78,9/26/2019,1,4839,4768,,9/26/2019,,
9/26/2019 12:18,10,29,16,55,3039,1802,7,80,9/26/2019,1,4841,4768,,9/26/2019,,
9/26/2019 12:28,10,30,16,56,3040,1802,7,81,9/26/2019,1,4842,4768,,9/26/2019,,
9/26/2019 12:39,10,30,16,56,3041,1802,7,82,9/26/2019,1,4843,4768,,9/26/2019,,
9/26/2019 12:48,10,30,17,57,3041,1802,8,83,9/26/2019,1,4843,4768,,9/26/2019,,
9/26/2019 12:58,11,31,17,59,3046,1803,8,89,9/26/2019,1,4849,4768,,9/26/2019,,
9/26/2019 13:08,11,31,17,59,3046,1803,8,89,9/26/2019,1,4849,4768,,9/26/2019,,
9/26/2019 13:18,11,31,18,60,3046,1803,9,90,9/26/2019,1,4849,4768,,9/26/2019,,
9/26/2019 13:28,12,31,18,61,3047,1803,9,91,9/26/2019,1,4850,4768,,9/26/2019,,
9/26/2019 13:38,12,32,20,64,3047,1804,12,95,9/26/2019,1,4851,4768,,9/26/2019,,
9/26/2019 13:48,12,34,20,66,3047,1806,12,97,9/26/2019,1,4853,4768,,9/26/2019,,
9/26/2019 13:58,12,36,21,69,3048,1808,14,102,9/26/2019,1,4856,4768,,9/26/2019,,
9/26/2019 14:08,16,37,21,74,3052,1808,14,106,9/26/2019,1,4860,4768,,9/26/2019,,
9/26/2019 14:18,18,39,21,78,3054,1809,14,109,9/26/2019,1,4863,4768,,9/26/2019,,
9/26/2019 14:28,18,39,21,78,3054,1809,14,109,9/26/2019,1,4863,4768,,9/26/2019,,
9/26/2019 14:58,22,36,21,79,3056,1810,14,112,9/26/2019,1,4866,4768,,9/26/2019,,
9/26/2019 15:08,23,38,21,82,3066,1811,14,123,9/26/2019,1,4877,4768,,9/26/2019,,
9/26/2019 15:18,24,42,21,87,3068,1811,14,125,9/26/2019,1,4879,4768,,9/26/2019,,
9/26/2019 15:28,24,42,21,87,3069,1811,14,126,9/26/2019,1,4880,4768,,9/26/2019,,
9/26/2019 15:38,25,42,21,88,3072,1811,14,129,9/26/2019,1,4883,4768,,9/26/2019,,
9/26/2019 15:48,0,42,21,63,3073,1811,14,130,9/26/2019,1,4884,4768,,9/26/2019,,
9/26/2019 16:08,3,27,20,50,3076,1812,14,134,9/26/2019,1,4888,4768,,9/26/2019,,
9/26/2019 16:18,0,27,4,31,3076,1812,0,120,9/26/2019,1,4888,4768,,9/26/2019,,
9/26/2019 16:28,0,27,,27,3076,1812,0,120,9/26/2019,1,4888,4768,,9/26/2019,,
9/26/2019 16:39,1,28,4,33,3076,1812,0,120,9/26/2019,1,4888,4768,,9/26/2019,,
9/26/2019 16:48,2,28,4,34,3076,1812,0,120,9/26/2019,1,4888,4768,,9/26/2019,,
9/26/2019 16:58,3,28,4,35,3079,1812,0,123,9/26/2019,1,4891,4768,,9/26/2019,,
9/26/2019 17:12,3,28,5,36,3079,1812,1,124,9/26/2019,1,4891,4768,,9/26/2019,,
9/26/2019 17:22,3,28,5,36,3079,1812,1,124,9/26/2019,1,4891,4768,,9/26/2019,,
9/26/2019 17:28,3,28,5,36,3079,1812,1,124,9/26/2019,1,4891,4768,,9/26/2019,,
9/26/2019 17:38,3,28,5,36,3079,1812,1,124,9/26/2019,1,4891,4768,,9/26/2019,,
9/26/2019 17:48,5,28,5,38,3079,1812,1,124,9/26/2019,1,4891,4768,,9/26/2019,,
9/26/2019 17:58,5,28,5,38,3079,1812,1,124,9/26/2019,1,4891,4768,,9/26/2019,,
9/27/2019 9:21,28,36,13,77,3097,1861,1,68,9/27/2019,2,4958,4891,4891,9/27/2019,,
9/27/2019 9:31,23,36,13,72,3101,1861,1,72,9/27/2019,1,4962,4891,,9/27/2019,,
9/27/2019 9:41,26,36,10,72,3103,1861,1,74,9/27/2019,1,4964,4891,,9/27/2019,,
9/27/2019 9:51,1,36,10,47,3103,1861,1,74,9/27/2019,1,4964,4891,,9/27/2019,,
9/27/2019 10:01,3,34,11,48,3103,1861,4,77,9/27/2019,1,4964,4891,,9/27/2019,,
9/27/2019 10:11,3,34,11,48,3103,1861,4,77,9/27/2019,1,4964,4891,,9/27/2019,,
9/27/2019 10:21,1,6,11,18,3103,1861,4,77,9/27/2019,1,4964,4891,,9/27/2019,,
9/27/2019 10:31,0,6,12,18,3108,1861,4,82,9/27/2019,1,4969,4891,,9/27/2019,,
9/27/2019 10:41,0,6,12,18,3110,1862,4,85,9/27/2019,1,4972,4891,,9/27/2019,,
9/27/2019 10:51,1,6,8,15,3115,1863,2,89,9/27/2019,1,4978,4891,,9/27/2019,,
9/27/2019 11:01,4,7,7,18,3118,1864,0,91,9/27/2019,1,4982,4891,,9/27/2019,,
9/27/2019 11:11,0,7,7,14,3118,1864,0,91,9/27/2019,1,4982,4891,,9/27/2019,,
9/27/2019 11:21,0,8,7,15,3118,1865,0,92,9/27/2019,1,4983,4891,,9/27/2019,,
9/27/2019 11:31,3,4,7,14,3122,1865,0,96,9/27/2019,1,4987,4891,,9/27/2019,,
9/27/2019 11:41,1,5,7,13,3123,1866,0,98,9/27/2019,1,4989,4891,,9/27/2019,,
9/27/2019 11:51,1,6,7,14,3123,1866,0,98,9/27/2019,1,4989,4891,,9/27/2019,,
9/27/2019 12:01,2,7,7,16,3124,1867,0,100,9/27/2019,1,4991,4891,,9/27/2019,,
9/27/2019 12:11,3,7,7,17,3127,1867,0,103,9/27/2019,1,4994,4891,,9/27/2019,,
9/27/2019 12:21,5,7,7,19,3128,1867,0,104,9/27/2019,1,4995,4891,,9/27/2019,,
9/27/2019 12:31,5,7,7,19,3128,1867,0,104,9/27/2019,1,4995,4891,,9/27/2019,,
9/27/2019 12:42,6,7,7,20,3129,1867,0,105,9/27/2019,1,4996,4891,,9/27/2019,,
9/27/2019 12:51,0,8,7,15,3129,1868,0,106,9/27/2019,1,4997,4891,,9/27/2019,,
9/27/2019 13:01,0,9,6,15,3129,1869,0,107,9/27/2019,1,4998,4891,,9/27/2019,,
9/27/2019 13:11,1,9,7,17,3129,1869,1,108,9/27/2019,1,4998,4891,,9/27/2019,,
9/27/2019 13:21,1,9,8,18,3130,1869,2,110,9/27/2019,1,4999,4891,,9/27/2019,,
9/27/2019 13:31,1,9,8,18,3130,1869,2,110,9/27/2019,1,4999,4891,,9/27/2019,,
9/27/2019 13:41,1,9,8,18,3130,1869,2,110,9/27/2019,1,4999,4891,,9/27/2019,,
9/27/2019 13:51,0,9,8,17,3130,1869,2,110,9/27/2019,1,4999,4891,,9/27/2019,,
9/27/2019 14:01,1,9,8,18,3135,1869,2,115,9/27/2019,1,5004,4891,,9/27/2019,,
9/27/2019 14:11,2,7,8,17,3135,1870,2,116,9/27/2019,1,5005,4891,,9/27/2019,,
9/27/2019 14:21,2,7,10,19,3135,1870,6,120,9/27/2019,1,5005,4891,,9/27/2019,,
9/27/2019 14:31,2,7,10,19,3135,1870,6,120,9/27/2019,1,5005,4891,,9/27/2019,,
9/27/2019 15:01,2,3,7,12,3139,1870,2,120,9/27/2019,1,5009,4891,,9/27/2019,,
9/27/2019 15:11,3,4,7,14,3139,1870,2,120,9/27/2019,1,5009,4891,,9/27/2019,,
9/27/2019 15:21,3,4,7,14,3139,1870,2,120,9/27/2019,1,5009,4891,,9/27/2019,,
9/27/2019 15:31,2,4,7,13,3141,1870,2,122,9/27/2019,1,5011,4891,,9/27/2019,,
9/27/2019 15:42,0,4,8,12,3141,1870,4,124,9/27/2019,1,5011,4891,,9/27/2019,,
9/27/2019 15:51,0,4,10,14,3141,1870,4,124,9/27/2019,1,5011,4891,,9/27/2019,,
9/27/2019 16:01,0,4,10,14,3141,1870,4,124,9/27/2019,1,5011,4891,,9/27/2019,,
9/27/2019 16:11,0,4,10,14,3141,1870,4,124,9/27/2019,1,5011,4891,,9/27/2019,,
9/27/2019 16:21,0,4,10,14,3141,1870,4,124,9/27/2019,1,5011,4891,,9/27/2019,,
9/27/2019 16:31,0,4,10,14,3141,1870,4,124,9/27/2019,1,5011,4891,,9/27/2019,,
9/27/2019 16:41,0,4,10,14,3141,1870,4,124,9/27/2019,1,5011,4891,,9/27/2019,,
9/27/2019 16:51,0,4,10,14,3141,1870,4,124,9/27/2019,1,5011,4891,,9/27/2019,,
9/27/2019 17:01,0,4,10,14,3141,1870,4,124,9/27/2019,1,5011,4891,,9/27/2019,,
9/27/2019 17:12,0,6,10,16,3141,1870,4,124,9/27/2019,1,5011,4891,,9/27/2019,,
9/27/2019 17:21,0,6,11,17,3141,1870,5,125,9/27/2019,1,5011,4891,,9/27/2019,,
9/27/2019 17:31,0,6,11,17,3141,1870,5,125,9/27/2019,1,5011,4891,,9/27/2019,,
9/27/2019 17:41,0,6,11,17,3141,1870,5,125,9/27/2019,1,5011,4891,,9/27/2019,,
9/27/2019 17:51,0,6,11,17,3141,1870,5,125,9/27/2019,1,5011,4891,,9/27/2019,,
9/28/2019 7:08,3,6,11,20,3141,1873,0,3,9/28/2019,2,5014,5011,5011,9/28/2019,,
9/28/2019 7:18,3,6,11,20,3141,1873,0,3,9/28/2019,1,5014,5011,,9/28/2019,,
9/28/2019 7:28,3,6,11,20,3141,1873,0,3,9/28/2019,1,5014,5011,,9/28/2019,,
9/28/2019 7:38,3,6,11,20,3141,1873,0,3,9/28/2019,1,5014,5011,,9/28/2019,,
9/28/2019 7:48,3,6,11,20,3141,1873,0,3,9/28/2019,1,5014,5011,,9/28/2019,,
9/28/2019 7:58,3,6,11,20,3141,1873,0,3,9/28/2019,1,5014,5011,,9/28/2019,,
9/28/2019 8:08,3,6,11,20,3141,1873,0,3,9/28/2019,1,5014,5011,,9/28/2019,,
9/28/2019 8:18,3,6,11,20,3141,1873,0,3,9/28/2019,1,5014,5011,,9/28/2019,,
9/28/2019 8:28,3,6,11,20,3141,1873,0,3,9/28/2019,1,5014,5011,,9/28/2019,,
9/28/2019 8:38,3,6,11,20,3141,1873,0,3,9/28/2019,1,5014,5011,,9/28/2019,,
9/28/2019 8:48,3,6,11,20,3141,1873,0,3,9/28/2019,1,5014,5011,,9/28/2019,,
9/28/2019 8:58,3,6,11,20,3141,1873,0,3,9/28/2019,1,5014,5011,,9/28/2019,,
9/28/2019 9:08,3,6,11,20,3141,1873,0,3,9/28/2019,1,5014,5011,,9/28/2019,,
9/28/2019 9:22,3,6,11,20,3141,1873,0,3,9/28/2019,1,5014,5011,,9/28/2019,,
9/28/2019 9:28,4,6,11,21,3141,1873,0,3,9/28/2019,1,5014,5011,,9/28/2019,,
9/28/2019 9:58,4,6,11,21,3141,1873,0,3,9/28/2019,1,5014,5011,,9/28/2019,,
9/28/2019 10:08,4,6,11,21,3141,1873,0,3,9/28/2019,1,5014,5011,,9/28/2019,,
9/28/2019 10:19,4,6,11,21,3141,1873,0,3,9/28/2019,1,5014,5011,,9/28/2019,,
9/28/2019 10:28,4,6,11,21,3141,1873,0,3,9/28/2019,1,5014,5011,,9/28/2019,,
9/28/2019 10:38,4,6,11,21,3141,1873,0,3,9/28/2019,1,5014,5011,,9/28/2019,,
9/28/2019 10:49,4,6,11,21,3141,1873,0,3,9/28/2019,1,5014,5011,,9/28/2019,,
