Time,Unread/Actionable Inbox,GPNA Actions,REQS,Total Outstanding Actions,Inbox Total,GPNA Total,Todays Reqs,Total Today,Column1,Column2,Column3,Column4,Column5,Column6,,
9/4/2019 0:05,11,16,33,60,1797,1159,0,0,9/4/2019,2,2956,2956,2956,9/4/2019,,
9/4/2019 0:12,12,16,33,61,1797,1159,0,0,9/4/2019,1,2956,2956,,9/4/2019,,
9/4/2019 0:27,12,16,33,61,1797,1159,0,0,9/4/2019,1,2956,2956,,9/4/2019,,
9/4/2019 0:46,12,16,33,61,1797,1159,0,0,9/4/2019,1,2956,2956,,9/4/2019,,
9/4/2019 1:01,12,16,33,61,1797,1159,0,0,9/4/2019,1,2956,2956,,9/4/2019,,
9/4/2019 1:12,13,16,33,62,1797,1159,0,0,9/4/2019,1,2956,2956,,9/4/2019,,
9/4/2019 1:27,13,16,33,62,1797,1159,0,0,9/4/2019,1,2956,2956,,9/4/2019,,
9/4/2019 1:42,13,16,33,62,1797,1159,0,0,9/4/2019,1,2956,2956,,9/4/2019,,
9/4/2019 1:57,13,16,33,62,1797,1159,0,0,9/4/2019,1,2956,2956,,9/4/2019,,
9/4/2019 2:12,13,16,33,62,1797,1159,0,0,9/4/2019,1,2956,2956,,9/4/2019,,
9/4/2019 2:27,15,16,33,64,1798,1159,0,1,9/4/2019,1,2957,2956,,9/4/2019,,
9/4/2019 2:47,15,16,33,64,1798,1159,0,1,9/4/2019,1,2957,2956,,9/4/2019,,
9/4/2019 3:02,15,16,33,64,1798,1159,0,1,9/4/2019,1,2957,2956,,9/4/2019,,
9/4/2019 3:12,16,16,33,65,1799,1159,0,2,9/4/2019,1,2958,2956,,9/4/2019,,
9/4/2019 3:27,16,16,33,65,1799,1159,0,2,9/4/2019,1,2958,2956,,9/4/2019,,
9/4/2019 3:43,16,16,33,65,1799,1159,0,2,9/4/2019,1,2958,2956,,9/4/2019,,
9/4/2019 3:57,16,16,33,65,1799,1159,0,2,9/4/2019,1,2958,2956,,9/4/2019,,
9/4/2019 4:12,17,16,33,66,1800,1159,0,3,9/4/2019,1,2959,2956,,9/4/2019,,
9/4/2019 4:27,17,16,33,66,1800,1159,0,3,9/4/2019,1,2959,2956,,9/4/2019,,
9/4/2019 4:42,17,16,33,66,1800,1159,0,3,9/4/2019,1,2959,2956,,9/4/2019,,
9/4/2019 4:57,17,16,33,66,1800,1159,0,3,9/4/2019,1,2959,2956,,9/4/2019,,
9/4/2019 5:12,17,16,33,66,1800,1159,0,3,9/4/2019,1,2959,2956,,9/4/2019,,
9/4/2019 5:27,17,16,33,66,1800,1159,0,3,9/4/2019,1,2959,2956,,9/4/2019,,
9/4/2019 5:43,17,16,33,66,1800,1159,0,3,9/4/2019,1,2959,2956,,9/4/2019,,
9/4/2019 5:58,19,16,33,68,1802,1159,0,5,9/4/2019,1,2961,2956,,9/4/2019,,
9/4/2019 6:12,19,16,33,68,1802,1159,0,5,9/4/2019,1,2961,2956,,9/4/2019,,
9/4/2019 6:27,19,16,33,68,1802,1159,0,5,9/4/2019,1,2961,2956,,9/4/2019,,
9/4/2019 6:43,19,16,33,68,1802,1159,0,5,9/4/2019,1,2961,2956,,9/4/2019,,
9/4/2019 6:57,20,16,33,69,1802,1159,0,5,9/4/2019,1,2961,2956,,9/4/2019,,
9/4/2019 7:16,20,16,33,69,1802,1159,0,5,9/4/2019,1,2961,2956,,9/4/2019,,
9/4/2019 7:27,22,16,33,71,1804,1159,0,7,9/4/2019,1,2963,2956,,9/4/2019,,
9/4/2019 7:42,22,16,33,71,1804,1159,0,7,9/4/2019,1,2963,2956,,9/4/2019,,
9/4/2019 7:58,23,16,33,72,1805,1159,0,8,9/4/2019,1,2964,2956,,9/4/2019,,
9/4/2019 8:12,26,17,33,76,1811,1159,0,14,9/4/2019,1,2970,2956,,9/4/2019,,
9/4/2019 8:27,28,18,33,79,1812,1160,0,16,9/4/2019,1,2972,2956,,9/4/2019,,
9/4/2019 8:42,31,19,33,83,1815,1161,0,20,9/4/2019,1,2976,2956,,9/4/2019,,
9/4/2019 8:58,33,19,33,85,1815,1161,0,20,9/4/2019,1,2976,2956,,9/4/2019,,
9/4/2019 9:12,34,20,34,88,1816,1162,0,22,9/4/2019,1,2978,2956,,9/4/2019,,
9/4/2019 9:31,37,20,34,91,1818,1162,0,24,9/4/2019,1,2980,2956,,9/4/2019,,
9/4/2019 9:42,38,20,34,92,1819,1162,0,25,9/4/2019,1,2981,2956,,9/4/2019,,
9/4/2019 9:58,38,21,35,94,1819,1162,0,25,9/4/2019,1,2981,2956,,9/4/2019,,
9/4/2019 10:13,39,21,35,95,1819,1162,0,25,9/4/2019,1,2981,2956,,9/4/2019,,
9/4/2019 10:27,43,23,35,101,1822,1164,0,30,9/4/2019,1,2986,2956,,9/4/2019,,
9/4/2019 10:42,45,25,37,107,1822,1167,0,33,9/4/2019,1,2989,2956,,9/4/2019,,
9/4/2019 10:57,49,25,37,111,1824,1167,0,35,9/4/2019,1,2991,2956,,9/4/2019,,
9/4/2019 11:12,51,26,35,112,1825,1169,0,38,9/4/2019,1,2994,2956,,9/4/2019,,
9/4/2019 11:27,48,18,33,99,1827,1169,0,40,9/4/2019,1,2996,2956,,9/4/2019,,
9/4/2019 11:42,4,20,2,26,1830,1171,0,45,9/4/2019,1,3001,2956,,9/4/2019,,
9/4/2019 11:57,9,22,2,33,1834,1173,0,51,9/4/2019,1,3007,2956,,9/4/2019,,
9/4/2019 12:16,10,25,2,37,1841,1176,0,61,9/4/2019,1,3017,2956,,9/4/2019,,
9/4/2019 12:27,13,26,2,41,1843,1177,0,64,9/4/2019,1,3020,2956,,9/4/2019,,
9/4/2019 12:42,14,27,2,43,1846,1178,0,68,9/4/2019,1,3024,2956,,9/4/2019,,
9/4/2019 12:58,15,29,2,46,1848,1180,0,72,9/4/2019,1,3028,2956,,9/4/2019,,
9/4/2019 13:16,20,30,2,52,1848,1181,0,73,9/4/2019,1,3029,2956,,9/4/2019,,
9/4/2019 13:31,22,31,2,55,1849,1182,0,75,9/4/2019,1,3031,2956,,9/4/2019,,
9/4/2019 13:46,23,33,2,58,1850,1184,0,78,9/4/2019,1,3034,2956,,9/4/2019,,
9/4/2019 14:01,25,33,2,60,1850,1184,0,78,9/4/2019,1,3034,2956,,9/4/2019,,
9/4/2019 14:16,26,34,5,65,1853,1184,0,81,9/4/2019,1,3037,2956,,9/4/2019,,
9/4/2019 14:31,26,34,5,65,1854,1184,0,82,9/4/2019,1,3038,2956,,9/4/2019,,
9/4/2019 14:46,27,35,3,65,1854,1184,0,82,9/4/2019,1,3038,2956,,9/4/2019,,
9/4/2019 15:01,28,30,3,61,1856,1184,0,84,9/4/2019,1,3040,2956,,9/4/2019,,
9/4/2019 15:20,28,28,3,59,1857,1185,0,86,9/4/2019,1,3042,2956,,9/4/2019,,
9/4/2019 15:31,30,25,3,58,1858,1188,0,90,9/4/2019,1,3046,2956,,9/4/2019,,
9/4/2019 15:46,30,25,3,58,1858,1188,0,90,9/4/2019,1,3046,2956,,9/4/2019,,
9/4/2019 16:01,30,27,3,60,1858,1188,0,90,9/4/2019,1,3046,2956,,9/4/2019,,
9/4/2019 16:16,29,23,3,55,1860,1188,0,92,9/4/2019,1,3048,2956,,9/4/2019,,
9/4/2019 16:31,29,12,3,44,1860,1188,0,92,9/4/2019,1,3048,2956,,9/4/2019,,
9/4/2019 16:46,8,1,3,12,1860,1189,0,93,9/4/2019,1,3049,2956,,9/4/2019,,
9/4/2019 17:02,8,1,3,12,1860,1192,0,96,9/4/2019,1,3052,2956,,9/4/2019,,
9/4/2019 17:16,1,2,1,4,1861,1193,0,98,9/4/2019,1,3054,2956,,9/4/2019,,
9/4/2019 17:31,1,2,1,4,1861,1193,0,98,9/4/2019,1,3054,2956,,9/4/2019,,
9/4/2019 17:46,1,2,1,4,1861,1193,0,98,9/4/2019,1,3054,2956,,9/4/2019,,
9/4/2019 18:01,1,2,1,4,1863,1193,0,100,9/4/2019,1,3056,2956,,9/4/2019,,
9/4/2019 18:16,1,2,1,4,1863,1193,0,100,9/4/2019,1,3056,2956,,9/4/2019,,
9/4/2019 18:31,2,2,1,5,1863,1193,0,100,9/4/2019,1,3056,2956,,9/4/2019,,
9/4/2019 18:46,2,2,10,14,1863,1193,0,100,9/4/2019,1,3056,2956,,9/4/2019,,
9/4/2019 19:01,2,2,11,15,1863,1193,0,100,9/4/2019,1,3056,2956,,9/4/2019,,
9/4/2019 19:20,4,2,11,17,1863,1193,0,100,9/4/2019,1,3056,2956,,9/4/2019,,
9/4/2019 19:31,5,3,11,19,1863,1193,0,100,9/4/2019,1,3056,2956,,9/4/2019,,
9/4/2019 19:46,5,3,11,19,1863,1193,0,100,9/4/2019,1,3056,2956,,9/4/2019,,
9/4/2019 19:57,5,3,11,19,1863,1193,0,100,9/4/2019,1,3056,2956,,9/4/2019,,
9/4/2019 20:14,5,3,11,19,1863,1193,0,100,9/4/2019,1,3056,2956,,9/4/2019,,
9/4/2019 20:27,5,3,11,19,1863,1193,0,100,9/4/2019,1,3056,2956,,9/4/2019,,
9/4/2019 20:42,5,3,11,19,1863,1193,0,100,9/4/2019,1,3056,2956,,9/4/2019,,
9/4/2019 20:58,5,3,11,19,1863,1193,0,100,9/4/2019,1,3056,2956,,9/4/2019,,
9/4/2019 21:12,5,3,11,19,1863,1193,0,100,9/4/2019,1,3056,2956,,9/4/2019,,
9/4/2019 21:27,5,3,11,19,1863,1193,0,100,9/4/2019,1,3056,2956,,9/4/2019,,
9/4/2019 21:46,5,3,11,19,1863,1193,0,100,9/4/2019,1,3056,2956,,9/4/2019,,
9/4/2019 21:58,5,3,11,19,1863,1193,0,100,9/4/2019,1,3056,2956,,9/4/2019,,
9/4/2019 22:12,5,3,11,19,1863,1193,0,100,9/4/2019,1,3056,2956,,9/4/2019,,
9/4/2019 22:27,5,3,11,19,1863,1193,0,100,9/4/2019,1,3056,2956,,9/4/2019,,
9/4/2019 22:43,5,3,11,19,1863,1193,0,100,9/4/2019,1,3056,2956,,9/4/2019,,
9/4/2019 22:58,5,3,11,19,1863,1193,0,100,9/4/2019,1,3056,2956,,9/4/2019,,
9/4/2019 23:13,5,3,11,19,1863,1193,0,100,9/4/2019,1,3056,2956,,9/4/2019,,
9/4/2019 23:28,5,3,11,19,1863,1193,0,100,9/4/2019,1,3056,2956,,9/4/2019,,
9/4/2019 23:42,5,3,5,13,1863,1193,0,100,9/4/2019,1,3056,2956,,9/4/2019,,
9/4/2019 23:57,5,5,5,15,1863,1193,0,100,9/4/2019,1,3056,2956,,9/4/2019,,
9/5/2019 0:13,5,5,5,15,1863,1193,0,0,9/5/2019,2,3056,3056,3056,9/5/2019,,
9/5/2019 0:31,6,5,5,16,1863,1193,0,0,9/5/2019,1,3056,3056,,9/5/2019,,
9/5/2019 0:42,6,5,5,16,1863,1193,0,0,9/5/2019,1,3056,3056,,9/5/2019,,
9/5/2019 0:58,6,5,5,16,1863,1193,0,0,9/5/2019,1,3056,3056,,9/5/2019,,
9/5/2019 1:13,6,5,5,16,1863,1193,0,0,9/5/2019,1,3056,3056,,9/5/2019,,
9/5/2019 1:28,6,5,5,16,1863,1193,0,0,9/5/2019,1,3056,3056,,9/5/2019,,
9/5/2019 1:43,6,5,5,16,1863,1193,0,0,9/5/2019,1,3056,3056,,9/5/2019,,
9/5/2019 1:57,6,5,5,16,1863,1193,0,0,9/5/2019,1,3056,3056,,9/5/2019,,
9/5/2019 2:13,6,5,5,16,1863,1193,0,0,9/5/2019,1,3056,3056,,9/5/2019,,
9/5/2019 2:28,6,5,5,16,1863,1193,0,0,9/5/2019,1,3056,3056,,9/5/2019,,
9/5/2019 2:44,6,5,5,16,1863,1193,0,0,9/5/2019,1,3056,3056,,9/5/2019,,
9/5/2019 2:58,6,5,5,16,1863,1193,0,0,9/5/2019,1,3056,3056,,9/5/2019,,
9/5/2019 3:13,7,5,5,17,1864,1193,0,1,9/5/2019,1,3057,3056,,9/5/2019,,
9/5/2019 3:31,8,5,5,18,1864,1193,0,1,9/5/2019,1,3057,3056,,9/5/2019,,
9/5/2019 3:43,8,5,5,18,1864,1193,0,1,9/5/2019,1,3057,3056,,9/5/2019,,
9/5/2019 3:58,8,5,5,18,1864,1193,0,1,9/5/2019,1,3057,3056,,9/5/2019,,
9/5/2019 4:12,8,5,5,18,1864,1193,0,1,9/5/2019,1,3057,3056,,9/5/2019,,
9/5/2019 4:27,9,5,5,19,1864,1193,0,1,9/5/2019,1,3057,3056,,9/5/2019,,
9/5/2019 4:42,10,5,5,20,1864,1193,0,1,9/5/2019,1,3057,3056,,9/5/2019,,
9/5/2019 4:57,10,5,5,20,1864,1193,0,1,9/5/2019,1,3057,3056,,9/5/2019,,
9/5/2019 5:12,10,5,5,20,1864,1193,0,1,9/5/2019,1,3057,3056,,9/5/2019,,
9/5/2019 5:27,11,5,5,21,1865,1193,0,2,9/5/2019,1,3058,3056,,9/5/2019,,
9/5/2019 5:42,11,5,5,21,1865,1193,0,2,9/5/2019,1,3058,3056,,9/5/2019,,
9/5/2019 5:57,11,5,5,21,1865,1193,0,2,9/5/2019,1,3058,3056,,9/5/2019,,
9/5/2019 6:12,11,5,5,21,1865,1193,0,2,9/5/2019,1,3058,3056,,9/5/2019,,
9/5/2019 6:27,11,5,5,21,1865,1193,0,2,9/5/2019,1,3058,3056,,9/5/2019,,
9/5/2019 6:42,11,6,5,22,1865,1193,0,2,9/5/2019,1,3058,3056,,9/5/2019,,
9/5/2019 6:57,11,6,5,22,1865,1193,0,2,9/5/2019,1,3058,3056,,9/5/2019,,
9/5/2019 7:12,11,6,5,22,1865,1193,0,2,9/5/2019,1,3058,3056,,9/5/2019,,
9/5/2019 7:32,11,7,5,23,1865,1194,0,3,9/5/2019,1,3059,3056,,9/5/2019,,
9/5/2019 7:42,11,7,5,23,1865,1194,0,3,9/5/2019,1,3059,3056,,9/5/2019,,
9/5/2019 8:02,11,7,5,23,1865,1194,0,3,9/5/2019,1,3059,3056,,9/5/2019,,
9/5/2019 8:17,11,8,8,27,1865,1195,0,4,9/5/2019,1,3060,3056,,9/5/2019,,
9/5/2019 8:31,14,9,8,31,1870,1195,0,9,9/5/2019,1,3065,3056,,9/5/2019,,
9/5/2019 8:46,18,9,8,35,1874,1195,0,13,9/5/2019,1,3069,3056,,9/5/2019,,
9/5/2019 9:01,19,9,10,38,1876,1195,0,15,9/5/2019,1,3071,3056,,9/5/2019,,
9/5/2019 9:16,15,12,10,37,1877,1197,0,18,9/5/2019,1,3074,3056,,9/5/2019,,
9/5/2019 9:32,4,12,10,26,1880,1197,0,21,9/5/2019,1,3077,3056,,9/5/2019,,
9/5/2019 10:09,6,14,16,36,1882,1198,0,24,9/5/2019,1,3080,3056,,9/5/2019,,
9/5/2019 10:36,1,2,2,5,1885,1202,0,31,9/5/2019,1,3087,3056,,9/5/2019,,
9/5/2019 10:52,0,8,4,12,1886,1207,0,37,9/5/2019,1,3093,3056,,9/5/2019,,
9/5/2019 11:02,2,14,5,21,1887,1212,0,43,9/5/2019,1,3099,3056,,9/5/2019,,
9/5/2019 11:33,3,18,14,35,1887,1215,0,46,9/5/2019,1,3102,3056,,9/5/2019,,
9/5/2019 11:47,6,22,17,45,1888,1217,0,49,9/5/2019,1,3105,3056,,9/5/2019,,
9/5/2019 12:36,7,24,20,51,1892,1219,0,55,9/5/2019,1,3111,3056,,9/5/2019,,
9/5/2019 12:48,14,31,21,66,1898,1222,0,64,9/5/2019,1,3120,3056,,9/5/2019,,
9/5/2019 13:03,15,31,21,67,1899,1222,0,65,9/5/2019,1,3121,3056,,9/5/2019,,
9/5/2019 13:17,18,32,21,71,1901,1223,0,68,9/5/2019,1,3124,3056,,9/5/2019,,
9/5/2019 13:32,20,32,22,74,1904,1223,0,71,9/5/2019,1,3127,3056,,9/5/2019,,
9/5/2019 13:47,0,24,22,46,1905,1225,0,74,9/5/2019,1,3130,3056,,9/5/2019,,
9/5/2019 14:02,5,22,23,50,1910,1226,0,80,9/5/2019,1,3136,3056,,9/5/2019,,
9/5/2019 14:17,6,27,23,56,1910,1226,0,80,9/5/2019,1,3136,3056,,9/5/2019,,
9/5/2019 14:32,7,29,23,59,1910,1228,0,82,9/5/2019,1,3138,3056,,9/5/2019,,
9/5/2019 14:47,8,30,35,73,1910,1228,0,82,9/5/2019,1,3138,3056,,9/5/2019,,
9/5/2019 15:02,8,30,35,73,1910,1228,0,82,9/5/2019,1,3138,3056,,9/5/2019,,
9/5/2019 15:17,9,30,35,74,1917,1228,0,89,9/5/2019,1,3145,3056,,9/5/2019,,
9/5/2019 15:36,9,32,35,76,1917,1229,0,90,9/5/2019,1,3146,3056,,9/5/2019,,
9/5/2019 15:47,11,32,41,84,1918,1229,0,91,9/5/2019,1,3147,3056,,9/5/2019,,
9/5/2019 16:02,11,32,44,87,1919,1229,0,92,9/5/2019,1,3148,3056,,9/5/2019,,
9/5/2019 16:17,0,25,45,70,1920,1229,0,93,9/5/2019,1,3149,3056,,9/5/2019,,
9/5/2019 16:32,0,26,46,72,1920,1230,0,94,9/5/2019,1,3150,3056,,9/5/2019,,
9/5/2019 16:47,0,27,16,43,1920,1231,0,95,9/5/2019,1,3151,3056,,9/5/2019,,
9/5/2019 17:03,8,28,16,52,1922,1232,0,98,9/5/2019,1,3154,3056,,9/5/2019,,
9/5/2019 17:17,11,30,19,60,1923,1232,0,99,9/5/2019,1,3155,3056,,9/5/2019,,
9/5/2019 17:32,12,31,19,62,1923,1233,0,100,9/5/2019,1,3156,3056,,9/5/2019,,
9/5/2019 17:47,12,31,19,62,1923,1233,0,100,9/5/2019,1,3156,3056,,9/5/2019,,
9/5/2019 18:02,12,31,19,62,1923,1233,0,100,9/5/2019,1,3156,3056,,9/5/2019,,
9/5/2019 18:17,12,31,19,62,1923,1233,0,100,9/5/2019,1,3156,3056,,9/5/2019,,
9/5/2019 18:32,13,31,19,63,1924,1233,0,101,9/5/2019,1,3157,3056,,9/5/2019,,
9/5/2019 18:47,14,31,19,64,1924,1233,0,101,9/5/2019,1,3157,3056,,9/5/2019,,
9/5/2019 19:02,14,31,19,64,1924,1233,0,101,9/5/2019,1,3157,3056,,9/5/2019,,
9/5/2019 19:18,14,31,19,64,1924,1233,0,101,9/5/2019,1,3157,3056,,9/5/2019,,
9/5/2019 19:36,14,31,19,64,1924,1233,0,101,9/5/2019,1,3157,3056,,9/5/2019,,
9/5/2019 19:47,14,31,19,64,1924,1233,0,101,9/5/2019,1,3157,3056,,9/5/2019,,
9/5/2019 20:02,14,31,19,64,1924,1233,0,101,9/5/2019,1,3157,3056,,9/5/2019,,
9/5/2019 20:17,14,31,19,64,1924,1233,0,101,9/5/2019,1,3157,3056,,9/5/2019,,
9/5/2019 20:32,14,31,19,64,1924,1233,0,101,9/5/2019,1,3157,3056,,9/5/2019,,
9/5/2019 20:47,14,31,19,64,1924,1233,0,101,9/5/2019,1,3157,3056,,9/5/2019,,
9/5/2019 21:02,14,31,19,64,1924,1233,0,101,9/5/2019,1,3157,3056,,9/5/2019,,
9/5/2019 21:17,14,31,19,64,1924,1233,0,101,9/5/2019,1,3157,3056,,9/5/2019,,
9/5/2019 21:32,15,31,19,65,1924,1233,0,101,9/5/2019,1,3157,3056,,9/5/2019,,
9/5/2019 21:47,15,31,19,65,1924,1233,0,101,9/5/2019,1,3157,3056,,9/5/2019,,
9/5/2019 22:02,15,31,19,65,1924,1233,0,101,9/5/2019,1,3157,3056,,9/5/2019,,
9/5/2019 22:17,15,31,19,65,1924,1233,0,101,9/5/2019,1,3157,3056,,9/5/2019,,
9/5/2019 22:36,15,31,19,65,1924,1233,0,101,9/5/2019,1,3157,3056,,9/5/2019,,
9/5/2019 22:47,15,31,19,65,1924,1233,0,101,9/5/2019,1,3157,3056,,9/5/2019,,
9/5/2019 23:07,15,31,19,65,1924,1233,0,101,9/5/2019,1,3157,3056,,9/5/2019,,
9/5/2019 23:22,15,31,19,65,1924,1233,0,101,9/5/2019,1,3157,3056,,9/5/2019,,
9/5/2019 23:32,15,31,19,65,1924,1233,0,101,9/5/2019,1,3157,3056,,9/5/2019,,
9/5/2019 23:47,15,31,19,65,1924,1233,0,101,9/5/2019,1,3157,3056,,9/5/2019,,
9/6/2019 0:02,16,31,19,66,1925,1233,0,1,9/6/2019,2,3158,3157,3157,9/6/2019,,
9/6/2019 0:17,16,31,19,66,1925,1233,0,1,9/6/2019,1,3158,3157,,9/6/2019,,
9/6/2019 0:32,16,31,19,66,1931,1233,0,7,9/6/2019,1,3164,3157,,9/6/2019,,
9/6/2019 0:51,16,31,19,66,1931,1233,0,7,9/6/2019,1,3164,3157,,9/6/2019,,
9/6/2019 1:06,16,31,19,66,1931,1233,0,7,9/6/2019,1,3164,3157,,9/6/2019,,
9/6/2019 1:17,16,31,19,66,1931,1233,0,7,9/6/2019,1,3164,3157,,9/6/2019,,
9/6/2019 1:32,16,31,19,66,1931,1233,0,7,9/6/2019,1,3164,3157,,9/6/2019,,
9/6/2019 1:47,16,31,19,66,1931,1233,0,7,9/6/2019,1,3164,3157,,9/6/2019,,
9/6/2019 2:02,16,31,19,66,1931,1233,0,7,9/6/2019,1,3164,3157,,9/6/2019,,
9/6/2019 2:17,16,31,19,66,1931,1233,0,7,9/6/2019,1,3164,3157,,9/6/2019,,
9/6/2019 2:32,18,31,19,68,1931,1233,0,7,9/6/2019,1,3164,3157,,9/6/2019,,
9/6/2019 2:47,18,31,19,68,1931,1233,0,7,9/6/2019,1,3164,3157,,9/6/2019,,
9/6/2019 3:02,18,31,19,68,1931,1233,0,7,9/6/2019,1,3164,3157,,9/6/2019,,
9/6/2019 3:17,18,31,19,68,1931,1233,0,7,9/6/2019,1,3164,3157,,9/6/2019,,
9/6/2019 3:32,18,31,19,68,1931,1233,0,7,9/6/2019,1,3164,3157,,9/6/2019,,
9/6/2019 3:51,18,31,19,68,1931,1233,0,7,9/6/2019,1,3164,3157,,9/6/2019,,
9/6/2019 4:02,18,31,19,68,1931,1233,0,7,9/6/2019,1,3164,3157,,9/6/2019,,
9/6/2019 4:17,18,31,19,68,1931,1233,0,7,9/6/2019,1,3164,3157,,9/6/2019,,
9/6/2019 4:32,18,31,19,68,1931,1233,0,7,9/6/2019,1,3164,3157,,9/6/2019,,
9/6/2019 4:47,18,31,19,68,1931,1233,0,7,9/6/2019,1,3164,3157,,9/6/2019,,
9/6/2019 5:02,18,31,19,68,1931,1233,0,7,9/6/2019,1,3164,3157,,9/6/2019,,
9/6/2019 5:17,18,31,19,68,1931,1233,0,7,9/6/2019,1,3164,3157,,9/6/2019,,
9/6/2019 5:32,18,31,19,68,1931,1233,0,7,9/6/2019,1,3164,3157,,9/6/2019,,
9/6/2019 5:47,18,31,19,68,1931,1233,0,7,9/6/2019,1,3164,3157,,9/6/2019,,
9/6/2019 6:02,18,31,19,68,1931,1233,0,7,9/6/2019,1,3164,3157,,9/6/2019,,
9/6/2019 6:17,18,31,19,68,1931,1233,0,7,9/6/2019,1,3164,3157,,9/6/2019,,
9/6/2019 6:32,21,32,19,72,1931,1234,0,8,9/6/2019,1,3165,3157,,9/6/2019,,
9/6/2019 6:47,21,32,19,72,1931,1234,0,8,9/6/2019,1,3165,3157,,9/6/2019,,
9/6/2019 7:02,21,32,19,72,1931,1234,0,8,9/6/2019,1,3165,3157,,9/6/2019,,
9/6/2019 7:17,23,32,19,74,1931,1234,0,8,9/6/2019,1,3165,3157,,9/6/2019,,
9/6/2019 7:32,23,32,19,74,1931,1234,0,8,9/6/2019,1,3165,3157,,9/6/2019,,
9/6/2019 7:51,24,32,19,75,1932,1234,0,9,9/6/2019,1,3166,3157,,9/6/2019,,
9/6/2019 8:02,27,32,19,78,1936,1234,0,13,9/6/2019,1,3170,3157,,9/6/2019,,
9/6/2019 8:17,30,32,19,81,1943,1234,0,20,9/6/2019,1,3177,3157,,9/6/2019,,
9/6/2019 8:32,32,32,19,83,1944,1234,0,21,9/6/2019,1,3178,3157,,9/6/2019,,
9/6/2019 8:47,34,32,19,85,1944,1234,0,21,9/6/2019,1,3178,3157,,9/6/2019,,
9/6/2019 9:02,36,32,20,88,1946,1234,0,23,9/6/2019,1,3180,3157,,9/6/2019,,
9/6/2019 9:17,37,32,21,90,1946,1234,0,23,9/6/2019,1,3180,3157,,9/6/2019,,
9/6/2019 9:32,40,33,22,95,1948,1234,0,25,9/6/2019,1,3182,3157,,9/6/2019,,
9/6/2019 9:47,39,34,22,95,1948,1234,0,25,9/6/2019,1,3182,3157,,9/6/2019,,
9/6/2019 10:02,0,32,22,54,1950,1234,0,27,9/6/2019,1,3184,3157,,9/6/2019,,
9/6/2019 10:17,0,31,22,53,1950,1234,0,27,9/6/2019,1,3184,3157,,9/6/2019,,
9/6/2019 10:32,0,31,24,55,1953,1234,0,30,9/6/2019,1,3187,3157,,9/6/2019,,
9/6/2019 11:52,2,32,21,55,1953,1235,0,31,9/6/2019,1,3188,3157,,9/6/2019,,
9/6/2019 12:02,0,36,21,57,1957,1238,0,38,9/6/2019,1,3195,3157,,9/6/2019,,
9/6/2019 12:32,1,37,23,61,1960,1238,0,41,9/6/2019,1,3198,3157,,9/6/2019,,
9/6/2019 12:47,1,31,23,55,1963,1239,0,45,9/6/2019,1,3202,3157,,9/6/2019,,
9/6/2019 13:02,1,19,24,44,1964,1239,0,46,9/6/2019,1,3203,3157,,9/6/2019,,
9/6/2019 13:21,1,16,24,41,1964,1240,0,47,9/6/2019,1,3204,3157,,9/6/2019,,
9/6/2019 13:32,2,4,24,30,1966,1242,0,51,9/6/2019,1,3208,3157,,9/6/2019,,
9/6/2019 13:47,2,4,24,30,1970,1245,0,58,9/6/2019,1,3215,3157,,9/6/2019,,
9/6/2019 14:02,1,2,24,27,1972,1245,0,60,9/6/2019,1,3217,3157,,9/6/2019,,
9/6/2019 14:16,2,3,24,29,1977,1245,0,65,9/6/2019,1,3222,3157,,9/6/2019,,
9/6/2019 14:32,6,5,25,36,1980,1247,0,70,9/6/2019,1,3227,3157,,9/6/2019,,
9/6/2019 14:47,1,2,23,26,1982,1248,0,73,9/6/2019,1,3230,3157,,9/6/2019,,
9/6/2019 15:02,3,3,17,23,1984,1249,0,76,9/6/2019,1,3233,3157,,9/6/2019,,
9/6/2019 15:17,6,5,17,28,1985,1250,0,78,9/6/2019,1,3235,3157,,9/6/2019,,
9/6/2019 15:31,0,2,18,20,1991,1250,0,84,9/6/2019,1,3241,3157,,9/6/2019,,
9/6/2019 15:47,0,3,18,21,1992,1251,0,86,9/6/2019,1,3243,3157,,9/6/2019,,
9/6/2019 16:06,1,2,17,20,1992,1251,0,86,9/6/2019,1,3243,3157,,9/6/2019,,
9/6/2019 16:17,1,6,17,24,1993,1252,0,88,9/6/2019,1,3245,3157,,9/6/2019,,
9/6/2019 16:32,2,6,17,25,1994,1252,0,89,9/6/2019,1,3246,3157,,9/6/2019,,
9/6/2019 16:47,3,6,16,25,1994,1252,0,89,9/6/2019,1,3246,3157,,9/6/2019,,
9/6/2019 17:03,5,7,17,29,1994,1253,0,90,9/6/2019,1,3247,3157,,9/6/2019,,
9/6/2019 17:17,5,9,19,33,1994,1255,0,92,9/6/2019,1,3249,3157,,9/6/2019,,
9/6/2019 17:32,5,11,19,35,1994,1257,0,94,9/6/2019,1,3251,3157,,9/6/2019,,
9/6/2019 17:47,9,11,19,39,1994,1257,0,94,9/6/2019,1,3251,3157,,9/6/2019,,
9/6/2019 18:02,9,11,19,39,1994,1257,0,94,9/6/2019,1,3251,3157,,9/6/2019,,
9/6/2019 18:17,11,11,19,41,1994,1257,0,94,9/6/2019,1,3251,3157,,9/6/2019,,
9/6/2019 18:32,11,11,19,41,1994,1257,0,94,9/6/2019,1,3251,3157,,9/6/2019,,
